tool,trial,crash_id,cat,bug,loc,desc,exp,num_reports,min_asyncs_in_log,max_programs_from_end_of_log_to_asyncs
sect_rw,1,0c236f1d3444dc690faefc668afbc564e5a44184,WARNING,,kernfs_get,WARNING in kernfs_get,cover_eval_cp,1,,
sect_rw,1,e294c86f55213967b11a9abc18b8883ff0c8605a,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: bad comp NUM type ADDR,cover_eval_cp,100,,
sect_rw,1,1a6abe077825183e67b67c3313ea6f99a992fe86,INFO,rcu detected stall,corrupted,INFO: rcu detected stall in corrupted,cover_eval_cp,1,,
sect_rw,1,6e89ce80a10c14d6e832ef9b558bcd045825e05b,BUG,,,BUG: MAX_LOCKDEP_KEYS too low!,cover_eval_cp,3,,
sect_rw,1,81ece6825b8fffb53f8fa281d8686695b24285a7,BUG,soft lockup,do_idle,BUG: soft lockup in do_idle,cover_eval_cp,1,,
sect_rw,1,3e51bb4cea12a057ab4bf22cba3cefdafeb87eaf,BUG,stack guard page was hit,io_sq_thread,BUG: stack guard page was hit in io_sq_thread,cover_eval_cp,4,,
sect_rw,1,295c0dc164c3fcf583aa4a873bea301927c81b66,BUG,corrupted list,em28xx_init_extension,BUG: corrupted list in em28xx_init_extension,cover_eval_cp,2,,
sect_rw,1,11d137c334a427322898aa51903aed548ece812d,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: exit status NUM err exit status NUM,cover_eval_cp,74,,
sect_rw,1,dfc109c0cf7ead121984212eccd30401ec6dd3eb,WARNING,,ip_rt_bug,WARNING in ip_rt_bug,cover_eval_cp,3,,
sect_rw,1,62354553a886c8b88fb5d75ad0108d1806c76405,WARNING,,__folio_mark_dirty,WARNING in __folio_mark_dirty,cover_eval_cp,3,,
sect_rw,1,fe781548d0a22bdbc3f703fc26dd1c43b0da5914,INFO,task hung,linkwatch_event,INFO: task hung in linkwatch_event,cover_eval_cp,1,,
sect_rw,1,0418de12f4357d538dd9ae036bfe6ad4600068d5,BUG,soft lockup,aoecmd_cfg,BUG: soft lockup in aoecmd_cfg,cover_eval_cp,1,,
sect_rw,1,ce4cc89668a59f10ae6968e118d16717dcea27c4,KASAN,slab-out-of-bounds Read,em28xx_init_extension,KASAN: slab-out-of-bounds Read in em28xx_init_extension,cover_eval_cp,1,,
sect_rw,1,ce6ef2b22dd47563c725e7c93f7410f29021547b,OTHER,possible deadlock,task_rq_lock,possible deadlock in task_rq_lock,cover_eval_cp,69,,
sect_rw,1,f73b3116ad434cc9b97b908060b5e73752df3be7,WARNING,,restore_regulatory_settings,WARNING in restore_regulatory_settings,cover_eval_cp,1,,
sect_rw,1,10ea2b759f72ff5dd26bce896d853e10f00de743,OTHER,,,unregister_netdevice: waiting for DEV to become free,cover_eval_cp,1,,
sect_rw,1,b83ebc0f722370f9f7e120e759d663eb44f55efc,OTHER,,,suppressed report,cover_eval_cp,1,,
sect_rw,1,c7bef9a5b3324959844ec200a0dc227b249903f9,INFO,task hung,iterate_supers,INFO: task hung in iterate_supers,cover_eval_cp,1,,
sect_rw,1,439c37d288d4f26a33a6c7e5c57a97791453a447,OTHER,,,lost connection to test machine,cover_eval_cp,0,,
sect_rw,1,de16f1718b80e2f19b307386949d3584cd059a23,INFO,task hung,__fuse_simple_request,INFO: task hung in __fuse_simple_request,cover_eval_cp,1,,
sect_rw,1,f311884ffb3006f0917bb38c3d12a48f2cafb3b0,BUG,soft lockup,NF_HOOK,BUG: soft lockup in NF_HOOK,cover_eval_cp,2,,
sect_rw,1,b439149adc4a059ec80b6e79575ba4b1ade460f3,WARNING,refcount bug,j1939_xtp_rx_cts,WARNING: refcount bug in j1939_xtp_rx_cts,cover_eval_cp,100,,
sect_rw,1,c16d8a13a5b01b10dd5b51c8277b2a34eba56d17,BUG,unable to handle kernel paging request,do_sys_poll,BUG: unable to handle kernel paging request in do_sys_poll,cover_eval_cp,24,,
sect_rw,1,40e12d12cb3785d16de5fcf71c9b99ce79ff831c,INFO,task hung,addrconf_dad_work,INFO: task hung in addrconf_dad_work,cover_eval_cp,1,,
sect_rw,1,dac17913a5b5246a1d1bd6734441801e03ce2b6d,BUG,stack guard page was hit,corrupted,BUG: stack guard page was hit in corrupted,cover_eval_cp,35,,
sect_rw,1,f5e68e16341d8bc960cd76ec3509b3e7a0f58dff,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: failed to write control pipe: write |NUM: broken pipe,cover_eval_cp,2,,
sect_rw,1,4c1dceb01dec061b63593f149cf10429fa012309,OTHER,possible deadlock,__perf_install_in_context,possible deadlock in __perf_install_in_context,cover_eval_cp,2,,
sect_rw,1,41b74e6c247526f8fa6cc88d9db735c26704c66b,WARNING,refcount bug,j1939_session_put,WARNING: refcount bug in j1939_session_put,cover_eval_cp,100,,
sect_pct,8,e9f5b11984c54cecb386b92bb20c76d5d003719f,OTHER,,,no output from test machine,cover_eval_cp,0,,
sect_pct,8,8e50a706a7297429d83dda6869db082165d7a722,BUG,soft lockup,bpf_timer_cb,BUG: soft lockup in bpf_timer_cb,cover_eval_cp,1,,
sect_pct,8,4a5eb99ffff5749ea30d65b6652bb2ca9ce59b6c,BUG,unable to handle kernel paging request,put_cmsg,BUG: unable to handle kernel paging request in put_cmsg,cover_eval_cp,2,,
sect_pct,8,910e3195261654c617977513fc7cef18d9dde9bd,WARNING,,format_decode,WARNING in format_decode,cover_eval_cp,4,,
sect_pct,8,a0e28bdf8d48370fcc10e1f8ea4365b0c187eebe,BUG,soft lockup,hsr_announce,BUG: soft lockup in hsr_announce,cover_eval_cp,2,,
sect_pct,8,14692319382598dac4dee0cca30dcdf451cb5eb7,WARNING,,rate_control_rate_init,WARNING in rate_control_rate_init,cover_eval_cp,31,,
sect_pct,8,4246a83f2d80e1ae9289025ab9e616e26d66b38c,BUG,soft lockup,br_handle_frame,BUG: soft lockup in br_handle_frame,cover_eval_cp,1,,
sect_pct,8,a452f0e64788cc908f0eebdc7cdf2c97d97d3c3b,INFO,task hung,lookup_slow,INFO: task hung in lookup_slow,cover_eval_cp,2,,
sect_pct,8,66cd5b9b3e5519d9a31ee5746f4ef404859d99d0,WARNING,,dup_task_struct,WARNING in dup_task_struct,cover_eval_cp,1,,
sect_pct,8,aac06202f00169294688682e50daecc9c98a831b,BUG,soft lockup,ieee80211_handle_queued_frames,BUG: soft lockup in ieee80211_handle_queued_frames,cover_eval_cp,3,,
sect_pct,8,844a59e2234a857b127e45d3c95432f86b5c1d44,SYZFATAL,,,SYZFATAL: Manager.NewInput call failed: write tcp IP:NUM->IP:NUM: i/o timeout,cover_eval_cp,1,,
sect_pct,8,a6b4da7baffd25e630e39e5b0555269fa08f3e94,INFO,task hung,cleanup_net,INFO: task hung in cleanup_net,cover_eval_cp,3,,
sect_pct,8,efb8c5fe01ecb5116825ce2409485c164c048f88,BUG,,,BUG: workqueue lockup,cover_eval_cp,4,,
sect_pct,8,02c21219d36edc62db775545d5206fd5a3150199,KASAN,slab-use-after-free Read,v4l2_fh_init,KASAN: slab-use-after-free Read in v4l2_fh_init,cover_eval_cp,2,,
sect_pct,8,78cdfde87b5285c5274cf9336a873c5072c53d29,WARNING,,p9_client_create,WARNING in p9_client_create,cover_eval_cp,33,,
sect_pct,8,7710d479d25bd92fa8c6ab0739174ea86b45b806,BUG,unable to handle kernel paging request,filldir64,BUG: unable to handle kernel paging request in filldir64,cover_eval_cp,28,,
sect_pct,8,5983a65cfeddb32fed63f8a733b3d810e05ba119,INFO,task hung,_free_event,INFO: task hung in _free_event,cover_eval_cp,2,,
sect_pct,8,b8cd92c1478d22bf00f49d211bf24287a812a0e0,INFO,task hung,bdev_release,INFO: task hung in bdev_release,cover_eval_cp,16,,
sect_pct,8,50b1d6f2fe0ed12b1cab0d134516164980c7323d,BUG,unable to handle kernel paging request,sys_pselect6,BUG: unable to handle kernel paging request in sys_pselect6,cover_eval_cp,28,,
sect_pct,8,36a86325c6d0d517177cae0323b51ae9da7de8fa,BUG,unable to handle kernel paging request,filldir,BUG: unable to handle kernel paging request in filldir,cover_eval_cp,22,,
sect_pct,8,df87226af75e2e906503e976819e1403142d677a,BUG,soft lockup,addrconf_rs_timer,BUG: soft lockup in addrconf_rs_timer,cover_eval_cp,15,,
sect_pct,8,63de2be03e3a7eda16f7bce15a9a80a4da54ae9c,INFO,task hung,tls_sk_proto_close,INFO: task hung in tls_sk_proto_close,cover_eval_cp,1,,
sect_pct,8,1a6abe077825183e67b67c3313ea6f99a992fe86,INFO,rcu detected stall,corrupted,INFO: rcu detected stall in corrupted,cover_eval_cp,1,,
sect_pct,8,6e89ce80a10c14d6e832ef9b558bcd045825e05b,BUG,,,BUG: MAX_LOCKDEP_KEYS too low!,cover_eval_cp,1,,
sect_pct,8,3e51bb4cea12a057ab4bf22cba3cefdafeb87eaf,BUG,stack guard page was hit,io_sq_thread,BUG: stack guard page was hit in io_sq_thread,cover_eval_cp,7,,
sect_pct,8,11d137c334a427322898aa51903aed548ece812d,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: exit status NUM err exit status NUM,cover_eval_cp,65,,
sect_pct,8,dfc109c0cf7ead121984212eccd30401ec6dd3eb,WARNING,,ip_rt_bug,WARNING in ip_rt_bug,cover_eval_cp,3,,
sect_pct,8,54ec343f5fa8ecb771acdd49bf649a6ecdc90ad4,OTHER,general protection fault,lmLogSync,general protection fault in lmLogSync,cover_eval_cp,1,,
sect_pct,8,fe781548d0a22bdbc3f703fc26dd1c43b0da5914,INFO,task hung,linkwatch_event,INFO: task hung in linkwatch_event,cover_eval_cp,1,,
sect_pct,8,ce6ef2b22dd47563c725e7c93f7410f29021547b,OTHER,possible deadlock,task_rq_lock,possible deadlock in task_rq_lock,cover_eval_cp,40,,
sect_pct,8,f73b3116ad434cc9b97b908060b5e73752df3be7,WARNING,,restore_regulatory_settings,WARNING in restore_regulatory_settings,cover_eval_cp,3,,
sect_pct,8,10ea2b759f72ff5dd26bce896d853e10f00de743,OTHER,,,unregister_netdevice: waiting for DEV to become free,cover_eval_cp,2,,
sect_pct,8,b83ebc0f722370f9f7e120e759d663eb44f55efc,OTHER,,,suppressed report,cover_eval_cp,0,,
sect_pct,8,c7bef9a5b3324959844ec200a0dc227b249903f9,INFO,task hung,iterate_supers,INFO: task hung in iterate_supers,cover_eval_cp,3,,
sect_pct,8,d870630cedefaaf2c870f9459f559a5bebb8e843,INFO,task hung,nsim_create,INFO: task hung in nsim_create,cover_eval_cp,2,,
sect_pct,8,439c37d288d4f26a33a6c7e5c57a97791453a447,OTHER,,,lost connection to test machine,cover_eval_cp,0,,
sect_pct,8,f311884ffb3006f0917bb38c3d12a48f2cafb3b0,BUG,soft lockup,NF_HOOK,BUG: soft lockup in NF_HOOK,cover_eval_cp,4,,
sect_pct,8,b439149adc4a059ec80b6e79575ba4b1ade460f3,WARNING,refcount bug,j1939_xtp_rx_cts,WARNING: refcount bug in j1939_xtp_rx_cts,cover_eval_cp,100,,
sect_pct,8,057de8d8fd45c5ae46e83f2daa1599f8d6333330,OTHER,kernel BUG,z3fold_page_migrate,kernel BUG in z3fold_page_migrate,cover_eval_cp,1,,
sect_pct,8,eb69e7ea1402b04195836e33cd82ead332e172b9,OTHER,possible deadlock,input_inject_event,possible deadlock in input_inject_event,cover_eval_cp,7,,
sect_pct,8,f48cc881b60886898c7e47830174497c7718d0a3,WARNING,,media_create_pad_link,WARNING in media_create_pad_link,cover_eval_cp,1,,
sect_pct,8,c16d8a13a5b01b10dd5b51c8277b2a34eba56d17,BUG,unable to handle kernel paging request,do_sys_poll,BUG: unable to handle kernel paging request in do_sys_poll,cover_eval_cp,42,,
sect_pct,8,dac17913a5b5246a1d1bd6734441801e03ce2b6d,BUG,stack guard page was hit,corrupted,BUG: stack guard page was hit in corrupted,cover_eval_cp,31,,
sect_pct,8,f5e68e16341d8bc960cd76ec3509b3e7a0f58dff,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: failed to write control pipe: write |NUM: broken pipe,cover_eval_cp,1,,
sect_pct,8,d332decbac2ad114d77751201cf487b17ea7477f,OTHER,possible deadlock,do_ip_setsockopt,possible deadlock in do_ip_setsockopt,cover_eval_cp,1,,
sect_pct,8,a94b2a16e944b260090d50801ada7667de2c9325,BUG,soft lockup,ipv6_list_rcv,BUG: soft lockup in ipv6_list_rcv,cover_eval_cp,1,,
sect_pct,8,41b74e6c247526f8fa6cc88d9db735c26704c66b,WARNING,refcount bug,j1939_session_put,WARNING: refcount bug in j1939_session_put,cover_eval_cp,100,,
sect_rw,3,e9f5b11984c54cecb386b92bb20c76d5d003719f,OTHER,,,no output from test machine,cover_eval_cp,0,,
sect_rw,3,8a1638229db60175d7fa5e570f8e450a1b567a94,WARNING,,ieee80211_start_next_roc,WARNING in ieee80211_start_next_roc,cover_eval_cp,1,,
sect_rw,3,4a5eb99ffff5749ea30d65b6652bb2ca9ce59b6c,BUG,unable to handle kernel paging request,put_cmsg,BUG: unable to handle kernel paging request in put_cmsg,cover_eval_cp,1,,
sect_rw,3,910e3195261654c617977513fc7cef18d9dde9bd,WARNING,,format_decode,WARNING in format_decode,cover_eval_cp,1,,
sect_rw,3,a0e28bdf8d48370fcc10e1f8ea4365b0c187eebe,BUG,soft lockup,hsr_announce,BUG: soft lockup in hsr_announce,cover_eval_cp,2,,
sect_rw,3,14692319382598dac4dee0cca30dcdf451cb5eb7,WARNING,,rate_control_rate_init,WARNING in rate_control_rate_init,cover_eval_cp,28,,
sect_rw,3,9c7d0c78815f7f407102b63d07ed649359f3b8bb,OTHER,possible deadlock,smc_switch_to_fallback,possible deadlock in smc_switch_to_fallback,cover_eval_cp,1,,
sect_rw,3,0a7e826748864cc97475240c1807efb82b796f32,BUG,soft lockup,ipv6_rcv,BUG: soft lockup in ipv6_rcv,cover_eval_cp,1,,
sect_rw,3,a452f0e64788cc908f0eebdc7cdf2c97d97d3c3b,INFO,task hung,lookup_slow,INFO: task hung in lookup_slow,cover_eval_cp,2,,
sect_rw,3,66cd5b9b3e5519d9a31ee5746f4ef404859d99d0,WARNING,,dup_task_struct,WARNING in dup_task_struct,cover_eval_cp,4,,
sect_rw,3,aac06202f00169294688682e50daecc9c98a831b,BUG,soft lockup,ieee80211_handle_queued_frames,BUG: soft lockup in ieee80211_handle_queued_frames,cover_eval_cp,6,,
sect_rw,3,fccb8983032850b7cc801635bc9d23de0c011ff0,KASAN,slab-use-after-free Read,em28xx_init_extension,KASAN: slab-use-after-free Read in em28xx_init_extension,cover_eval_cp,1,,
sect_rw,3,844a59e2234a857b127e45d3c95432f86b5c1d44,SYZFATAL,,,SYZFATAL: Manager.NewInput call failed: write tcp IP:NUM->IP:NUM: i/o timeout,cover_eval_cp,1,,
sect_rw,3,c87a3dde2a54c7c645cf860fbeaea9bc836e4d05,BUG,soft lockup,worker_thread,BUG: soft lockup in worker_thread,cover_eval_cp,1,,
sect_rw,3,efb8c5fe01ecb5116825ce2409485c164c048f88,BUG,,,BUG: workqueue lockup,cover_eval_cp,1,,
sect_rw,3,02c21219d36edc62db775545d5206fd5a3150199,KASAN,slab-use-after-free Read,v4l2_fh_init,KASAN: slab-use-after-free Read in v4l2_fh_init,cover_eval_cp,2,,
sect_rw,3,78cdfde87b5285c5274cf9336a873c5072c53d29,WARNING,,p9_client_create,WARNING in p9_client_create,cover_eval_cp,23,,
sect_rw,3,7710d479d25bd92fa8c6ab0739174ea86b45b806,BUG,unable to handle kernel paging request,filldir64,BUG: unable to handle kernel paging request in filldir64,cover_eval_cp,16,,
sect_rw,3,5983a65cfeddb32fed63f8a733b3d810e05ba119,INFO,task hung,_free_event,INFO: task hung in _free_event,cover_eval_cp,1,,
sect_rw,3,b8cd92c1478d22bf00f49d211bf24287a812a0e0,INFO,task hung,bdev_release,INFO: task hung in bdev_release,cover_eval_cp,1,,
sect_rw,3,50b1d6f2fe0ed12b1cab0d134516164980c7323d,BUG,unable to handle kernel paging request,sys_pselect6,BUG: unable to handle kernel paging request in sys_pselect6,cover_eval_cp,18,,
sect_rw,3,36a86325c6d0d517177cae0323b51ae9da7de8fa,BUG,unable to handle kernel paging request,filldir,BUG: unable to handle kernel paging request in filldir,cover_eval_cp,5,,
sect_rw,3,64c9dbbe5fea926fec0323c95cea065ae891eda6,INFO,task hung,start_this_handle,INFO: task hung in start_this_handle,cover_eval_cp,1,,
sect_rw,3,df87226af75e2e906503e976819e1403142d677a,BUG,soft lockup,addrconf_rs_timer,BUG: soft lockup in addrconf_rs_timer,cover_eval_cp,12,,
sect_rw,3,e294c86f55213967b11a9abc18b8883ff0c8605a,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: bad comp NUM type ADDR,cover_eval_cp,100,,
sect_rw,3,3e51bb4cea12a057ab4bf22cba3cefdafeb87eaf,BUG,stack guard page was hit,io_sq_thread,BUG: stack guard page was hit in io_sq_thread,cover_eval_cp,2,,
sect_rw,3,c73bf6dcbcba71f27577e1279687e2422cb1f899,BUG,soft lockup,mrp_join_timer,BUG: soft lockup in mrp_join_timer,cover_eval_cp,1,,
sect_rw,3,11d137c334a427322898aa51903aed548ece812d,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: exit status NUM err exit status NUM,cover_eval_cp,54,,
sect_rw,3,dfc109c0cf7ead121984212eccd30401ec6dd3eb,WARNING,,ip_rt_bug,WARNING in ip_rt_bug,cover_eval_cp,3,,
sect_rw,3,62354553a886c8b88fb5d75ad0108d1806c76405,WARNING,,__folio_mark_dirty,WARNING in __folio_mark_dirty,cover_eval_cp,1,,
sect_rw,3,54ec343f5fa8ecb771acdd49bf649a6ecdc90ad4,OTHER,general protection fault,lmLogSync,general protection fault in lmLogSync,cover_eval_cp,1,,
sect_rw,3,d1e47f5727e043c23a56930ed82d649a3e19567a,INFO,task hung,rtnetlink_rcv_msg,INFO: task hung in rtnetlink_rcv_msg,cover_eval_cp,1,,
sect_rw,3,ce6ef2b22dd47563c725e7c93f7410f29021547b,OTHER,possible deadlock,task_rq_lock,possible deadlock in task_rq_lock,cover_eval_cp,81,,
sect_rw,3,f73b3116ad434cc9b97b908060b5e73752df3be7,WARNING,,restore_regulatory_settings,WARNING in restore_regulatory_settings,cover_eval_cp,1,,
sect_rw,3,10ea2b759f72ff5dd26bce896d853e10f00de743,OTHER,,,unregister_netdevice: waiting for DEV to become free,cover_eval_cp,1,,
sect_rw,3,b83ebc0f722370f9f7e120e759d663eb44f55efc,OTHER,,,suppressed report,cover_eval_cp,1,,
sect_rw,3,c7ed951cf7bac13fbb771774bc4ff97eaf1ccb29,KASAN,slab-use-after-free Write,sco_sock_timeout,KASAN: slab-use-after-free Write in sco_sock_timeout,cover_eval_cp,1,,
sect_rw,3,439c37d288d4f26a33a6c7e5c57a97791453a447,OTHER,,,lost connection to test machine,cover_eval_cp,0,,
sect_rw,3,f311884ffb3006f0917bb38c3d12a48f2cafb3b0,BUG,soft lockup,NF_HOOK,BUG: soft lockup in NF_HOOK,cover_eval_cp,1,,
sect_rw,3,b439149adc4a059ec80b6e79575ba4b1ade460f3,WARNING,refcount bug,j1939_xtp_rx_cts,WARNING: refcount bug in j1939_xtp_rx_cts,cover_eval_cp,100,,
sect_rw,3,eb69e7ea1402b04195836e33cd82ead332e172b9,OTHER,possible deadlock,input_inject_event,possible deadlock in input_inject_event,cover_eval_cp,2,,
sect_rw,3,c16d8a13a5b01b10dd5b51c8277b2a34eba56d17,BUG,unable to handle kernel paging request,do_sys_poll,BUG: unable to handle kernel paging request in do_sys_poll,cover_eval_cp,23,,
sect_rw,3,dac17913a5b5246a1d1bd6734441801e03ce2b6d,BUG,stack guard page was hit,corrupted,BUG: stack guard page was hit in corrupted,cover_eval_cp,31,,
sect_rw,3,f5e68e16341d8bc960cd76ec3509b3e7a0f58dff,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: failed to write control pipe: write |NUM: broken pipe,cover_eval_cp,2,,
sect_rw,3,4c1dceb01dec061b63593f149cf10429fa012309,OTHER,possible deadlock,__perf_install_in_context,possible deadlock in __perf_install_in_context,cover_eval_cp,1,,
sect_rw,3,41b74e6c247526f8fa6cc88d9db735c26704c66b,WARNING,refcount bug,j1939_session_put,WARNING: refcount bug in j1939_session_put,cover_eval_cp,100,,
syzkaller,8,c34d1bbeac0e46a9296ceb76d20d231534bcdc5f,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: failed to create temp dir: mkdir ./syzkaller-testdirNUM: no space left on devic,cover_eval_cp,1,,
syzkaller,8,cbc4c6f265a721b8de45305209c4b636b1440f1d,BUG,soft lockup,mac80211_hwsim_beacon,BUG: soft lockup in mac80211_hwsim_beacon,cover_eval_cp,1,,
syzkaller,8,e9f5b11984c54cecb386b92bb20c76d5d003719f,OTHER,,,no output from test machine,cover_eval_cp,0,,
syzkaller,8,8a1638229db60175d7fa5e570f8e450a1b567a94,WARNING,,ieee80211_start_next_roc,WARNING in ieee80211_start_next_roc,cover_eval_cp,1,,
syzkaller,8,a726bdbfdf37ab73c078dcf88e3249d9ec47fbf9,INFO,task hung,gfs2_jhead_process_page,INFO: task hung in gfs2_jhead_process_page,cover_eval_cp,1,,
syzkaller,8,910e3195261654c617977513fc7cef18d9dde9bd,WARNING,,format_decode,WARNING in format_decode,cover_eval_cp,5,,
syzkaller,8,14692319382598dac4dee0cca30dcdf451cb5eb7,WARNING,,rate_control_rate_init,WARNING in rate_control_rate_init,cover_eval_cp,32,,
syzkaller,8,1d9bb5d25d509bfa2a7dd17a2add36a0762765ac,BUG,,,"BUG: please report to dccp@vger.kernel.org => prev = NUM, last = NUM at net/dccp/ccids/lib/packet_history.c:LINE/tfrc_rx",cover_eval_cp,1,,
syzkaller,8,aac06202f00169294688682e50daecc9c98a831b,BUG,soft lockup,ieee80211_handle_queued_frames,BUG: soft lockup in ieee80211_handle_queued_frames,cover_eval_cp,1,,
syzkaller,8,efb8c5fe01ecb5116825ce2409485c164c048f88,BUG,,,BUG: workqueue lockup,cover_eval_cp,1,,
syzkaller,8,78cdfde87b5285c5274cf9336a873c5072c53d29,WARNING,,p9_client_create,WARNING in p9_client_create,cover_eval_cp,41,,
syzkaller,8,5983a65cfeddb32fed63f8a733b3d810e05ba119,INFO,task hung,_free_event,INFO: task hung in _free_event,cover_eval_cp,24,,
syzkaller,8,b8cd92c1478d22bf00f49d211bf24287a812a0e0,INFO,task hung,bdev_release,INFO: task hung in bdev_release,cover_eval_cp,7,,
syzkaller,8,5e825254fe8b706c3055380f64e655d635c5b449,WARNING,,hci_conn_timeout,WARNING in hci_conn_timeout,cover_eval_cp,1,,
syzkaller,8,a311847c6d5d1423fc80119887d3884e9d1bb967,INFO,task hung,usbdev_release,INFO: task hung in usbdev_release,cover_eval_cp,1,,
syzkaller,8,df87226af75e2e906503e976819e1403142d677a,BUG,soft lockup,addrconf_rs_timer,BUG: soft lockup in addrconf_rs_timer,cover_eval_cp,3,,
syzkaller,8,6e89ce80a10c14d6e832ef9b558bcd045825e05b,BUG,,,BUG: MAX_LOCKDEP_KEYS too low!,cover_eval_cp,1,,
syzkaller,8,11d137c334a427322898aa51903aed548ece812d,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: exit status NUM err exit status NUM,cover_eval_cp,6,,
syzkaller,8,dfc109c0cf7ead121984212eccd30401ec6dd3eb,WARNING,,ip_rt_bug,WARNING in ip_rt_bug,cover_eval_cp,2,,
syzkaller,8,f73b3116ad434cc9b97b908060b5e73752df3be7,WARNING,,restore_regulatory_settings,WARNING in restore_regulatory_settings,cover_eval_cp,3,,
syzkaller,8,b83ebc0f722370f9f7e120e759d663eb44f55efc,OTHER,,,suppressed report,cover_eval_cp,0,,
syzkaller,8,c7bef9a5b3324959844ec200a0dc227b249903f9,INFO,task hung,iterate_supers,INFO: task hung in iterate_supers,cover_eval_cp,2,,
syzkaller,8,d713702b5b286b7704349bdd865755658baff3e8,KASAN,use-after-free Read,em28xx_init_extension,KASAN: use-after-free Read in em28xx_init_extension,cover_eval_cp,1,,
syzkaller,8,de16f1718b80e2f19b307386949d3584cd059a23,INFO,task hung,__fuse_simple_request,INFO: task hung in __fuse_simple_request,cover_eval_cp,1,,
syzkaller,8,b439149adc4a059ec80b6e79575ba4b1ade460f3,WARNING,refcount bug,j1939_xtp_rx_cts,WARNING: refcount bug in j1939_xtp_rx_cts,cover_eval_cp,100,,
syzkaller,8,eb69e7ea1402b04195836e33cd82ead332e172b9,OTHER,possible deadlock,input_inject_event,possible deadlock in input_inject_event,cover_eval_cp,1,,
syzkaller,8,a7d102b4ecfd113482425e71b004203976489fdd,SYZFATAL,,,SYZFATAL: Manager.NewInput call failed: read tcp IP:NUM->IP:NUM: i/o timeout,cover_eval_cp,1,,
syzkaller,8,24a99802efd975e76f9822c2a9e45876a00d5784,OTHER,general protection fault,hfs_find_init,general protection fault in hfs_find_init,cover_eval_cp,1,,
syzkaller,8,40e12d12cb3785d16de5fcf71c9b99ce79ff831c,INFO,task hung,addrconf_dad_work,INFO: task hung in addrconf_dad_work,cover_eval_cp,1,,
syzkaller,8,f5e68e16341d8bc960cd76ec3509b3e7a0f58dff,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: failed to write control pipe: write |NUM: broken pipe,cover_eval_cp,1,,
syzkaller,8,c8706fee1db2b029d0d78a4fec5aa655b59bbc3e,OTHER,general protection fault,pick_task_fair,general protection fault in pick_task_fair,cover_eval_cp,4,,
syzkaller,8,4c1dceb01dec061b63593f149cf10429fa012309,OTHER,possible deadlock,__perf_install_in_context,possible deadlock in __perf_install_in_context,cover_eval_cp,1,,
syzkaller,8,41b74e6c247526f8fa6cc88d9db735c26704c66b,WARNING,refcount bug,j1939_session_put,WARNING: refcount bug in j1939_session_put,cover_eval_cp,100,,
sect_pct,3,cbc4c6f265a721b8de45305209c4b636b1440f1d,BUG,soft lockup,mac80211_hwsim_beacon,BUG: soft lockup in mac80211_hwsim_beacon,cover_eval_cp,1,,
sect_pct,3,e9f5b11984c54cecb386b92bb20c76d5d003719f,OTHER,,,no output from test machine,cover_eval_cp,0,,
sect_pct,3,8a1638229db60175d7fa5e570f8e450a1b567a94,WARNING,,ieee80211_start_next_roc,WARNING in ieee80211_start_next_roc,cover_eval_cp,1,,
sect_pct,3,4a5eb99ffff5749ea30d65b6652bb2ca9ce59b6c,BUG,unable to handle kernel paging request,put_cmsg,BUG: unable to handle kernel paging request in put_cmsg,cover_eval_cp,1,,
sect_pct,3,910e3195261654c617977513fc7cef18d9dde9bd,WARNING,,format_decode,WARNING in format_decode,cover_eval_cp,2,,
sect_pct,3,a0e28bdf8d48370fcc10e1f8ea4365b0c187eebe,BUG,soft lockup,hsr_announce,BUG: soft lockup in hsr_announce,cover_eval_cp,1,,
sect_pct,3,14692319382598dac4dee0cca30dcdf451cb5eb7,WARNING,,rate_control_rate_init,WARNING in rate_control_rate_init,cover_eval_cp,25,,
sect_pct,3,a452f0e64788cc908f0eebdc7cdf2c97d97d3c3b,INFO,task hung,lookup_slow,INFO: task hung in lookup_slow,cover_eval_cp,1,,
sect_pct,3,d7fb56c66f56ec5a64054c52c9f4cafa574a7ecd,INFO,task hung,page_cache_ra_unbounded,INFO: task hung in page_cache_ra_unbounded,cover_eval_cp,1,,
sect_pct,3,66cd5b9b3e5519d9a31ee5746f4ef404859d99d0,WARNING,,dup_task_struct,WARNING in dup_task_struct,cover_eval_cp,1,,
sect_pct,3,aac06202f00169294688682e50daecc9c98a831b,BUG,soft lockup,ieee80211_handle_queued_frames,BUG: soft lockup in ieee80211_handle_queued_frames,cover_eval_cp,6,,
sect_pct,3,a6b4da7baffd25e630e39e5b0555269fa08f3e94,INFO,task hung,cleanup_net,INFO: task hung in cleanup_net,cover_eval_cp,1,,
